product_title,average_rating,total_reviews,review_author,review_rating,review_date,review_text
Apple AirPods with Charging Case (Wired),4.8,26820,ais.83,1,16-May-21,If I could give it 0 stars I would . The left one doesn’t work & it only stays charged for maybe an hour if I’m lucky. DO NOT BUY
Apple AirPods with Charging Case (Wired),4.8,26820,Taressa,5,16-May-21,So good need to get them!!!
Apple AirPods with Charging Case (Wired),4.8,26820,Michele A.,5,8-May-21,"No complaints from either of my kids, I even tried my little guy’s and found them to be great. Jogged and they stayed in place!"
Apple AirPods with Charging Case (Wired),4.8,26820,Amber Carter,5,2-May-21,I think it’s my own problem but idk why the case only charges to 38%. I don’t think it’s this products problem but I’m still putting it out there
Apple AirPods with Charging Case (Wired),4.8,26820,John m,5,11-May-21,👍🏼
Apple AirPods with Charging Case (Wired),4.8,26820,Malique Green,4,14-May-21,I like the AirPods don’t get me wrong but they always falling out my ear man.
Apple AirPods with Charging Case (Wired),4.8,26820,Carie Shipman,5,30-Apr-21,Great product. Received it quickly. Nicely packaged. Brand new as advertised. Very pleased with product. I have had these a few months and they work amazingly.
Apple AirPods with Charging Case (Wired),4.8,26820,Shadha,5,13-May-21,Great
Apple AirPods with Charging Case (Wired),4.8,26820,BClinton,1,10-Apr-21,I give these a 1 star because they don’t work consistently. Sometimes only one will charge and you won’t know it until you go to use them and one doesn’t work. Sometimes when paired with your phone you can here the person talking but they can’t here you.
Apple AirPods with Charging Case (Wired),4.8,26820,Helen Ledbetter,5,7-May-21,The tap finch on the pod is great for answering phone and fast forwarding when listening to music.
Apple AirPods with Charging Case (Wired),4.8,26820,Chris Kenry,5,26-May-21,"Most of the time one ear won't charge, despite being on the charger for over 24 hours. The rest of the time you'll spend unpairing and repairing the device so that it will ""catch"" on your bluetooth. Rarely do these work without hiccups. Very frustrating."
Apple AirPods with Charging Case (Wired),4.8,26820,teawithpee,5,11-May-21,"This product is good. I have been seeing alot of people writing bad reviews and putting dirty pictures if it, but the one I received was good and clean. I definitely recommend 😜"
Apple AirPods with Charging Case (Wired),4.8,26820,nikAuri,1,9-Apr-21,Perfect!
Apple AirPods with Charging Case (Wired),4.8,26820,Cori larsen,5,5-May-21,Sound is great charge time is quick love that they fit perfect and I can have them at anytime for phone iPad or computer.
Apple AirPods with Charging Case (Wired),4.8,26820,jeremiah holliman,5,1-Jun-21,Great Product and great price over all 8-10 ⭐️
Apple AirPods with Charging Case (Wired),4.8,26820,Amazon Customer,5,2-Jun-21,To quick amazing you guys number one
Apple AirPods with Charging Case (Wired),4.8,26820,Fernanda,1,8-May-21,Horrible experience the left air pod don’t work and it was a mission impossible to get my refund or a exchange.. I advise to buy it at the store instead my came in defective... very sad
Apple AirPods with Charging Case (Wired),4.8,26820,Andreina,5,19-May-21,Great product good sound I’m happy with my AirPods
Apple AirPods with Charging Case (Wired),4.8,26820,Flower,2,11-Apr-21,They will disconnect and go in and out the sound will cut off. I have to pair and unpair I’m tired of it. DO NOT BUY IT!!!!
Apple AirPods with Charging Case (Wired),4.8,26820,mb,4,18-Apr-21,wasn’t so good on the noise canceling part
Apple AirPods with Charging Case (Wired),4.8,26820,Javi,5,19-Apr-21,These have great sound and are comfortable.
Apple AirPods with Charging Case (Wired),4.8,26820,Amazon Customer,5,2-Jun-21,I brought this for my mom on mothers day and she loves them.
Apple AirPods with Charging Case (Wired),4.8,26820,mom de 3,5,23-Apr-21,Works great No complaints 2nd pair I’ve purchased as a gift for family
Apple AirPods with Charging Case (Wired),4.8,26820,tyeshia,5,30-Apr-21,I absolutely love my airPods when I workout I don’t have to worry about hitting my sting very convenient.
Apple AirPods with Charging Case (Wired),4.8,26820,Felicia,5,18-May-21,As expected
Apple AirPods with Charging Case (Wired),4.8,26820,My Elephant / Iconecs,4,1-Jun-21,"I loved this product, it’s too comfortable, I don’t even realize I’m wearing it. The only defect is not to connect automatically, between my Apple devices, for example, when I want to use on the computer, and it was connected to the phone, I have to force the connection, the same when I want to use it on the phone again. To really get better, it was if the product could be connected to two devices at the same time. Me encantó este producto, es demasiado cómodo, ni siquiera sé que lo estoy usando. El único defecto es no conectarme automáticamente, entre mis dispositivos Apple, por ejemplo, cuando quiero usarlo en la computadora, y estaba conectado al teléfono, tengo que forzar la conexión, lo mismo cuando quiero usarlo en el teléfono de nuevo. Para mejorar realmente, era si el producto se pudiera conectar a dos dispositivos al mismo tiempo."
Apple AirPods with Charging Case (Wired),4.8,26820,Savannah,5,8-Apr-21,prefect
Apple AirPods with Charging Case (Wired),4.8,26820,Jay F Kullmann,1,5-May-21,"Any Humidity in the Air Ruins them Approx 3 Months After you recieve them. Absolutely no Warranty thru apple or Amazon because of ""Water DAMAGE"" Save your Money. These are EXPENSIVE TRASH."
Apple AirPods with Charging Case (Wired),4.8,26820,Shewenda,5,18-Apr-21,"I love the sound quality, the battery life. Sometimes I forget to charge it at night after a whole day of using it and without charge overnight I still am able to use it the next day. I also love Siri on it!!"
Apple AirPods with Charging Case (Wired),4.8,26820,Matt Rogers,5,22-Apr-21,They are quite amazing. My wife uses them non stop and cannot stop raving about them
Apple AirPods with Charging Case (Wired),4.8,26820,T. Hicks,2,31-May-21,"For the first two weeks of having them they were fine. Now they will not charge, and I cant call people or be called without them because they messed up my phone. If you are able to refund or replace my item it would be greatly appreciated."
Apple AirPods with Charging Case (Wired),4.8,26820,cory ost,1,11-Apr-21,Product description say new but original packaging damaged. Product that was received was used in full of earwax. Nicole whoever you are you need to clean your ears out.
Apple AirPods with Charging Case (Wired),4.8,26820,Bill Booth,5,19-May-21,Work perfectly! I really like the ability to verbally tell Siri to make phone calls and send text messages using the IPods
Apple AirPods with Charging Case (Wired),4.8,26820,Navindra Narine,3,11-Apr-21,nice but the battery may last the max of 6 hours
Apple AirPods with Charging Case (Wired),4.8,26820,Jennifer M,5,1-Jun-21,Awesome 🤩 cheaper than Apple store
Apple AirPods with Charging Case (Wired),4.8,26820,Orkhan Yasharli,5,16-Apr-21,"Sound qualiry is good,battery life is good"
Apple AirPods with Charging Case (Wired),4.8,26820,mary g.,5,26-Apr-21,For some reason I cannot get the Your pods stay in my ears how long do I have to return them?
Apple AirPods with Charging Case (Wired),4.8,26820,Grace Simpson,5,8-Apr-21,Pretty good.
Apple AirPods with Charging Case (Wired),4.8,26820,Shana Rae Ferri,5,6-May-21,Good
Apple AirPods with Charging Case (Wired),4.8,26820,JT,1,10-May-21,They did not work.
Apple AirPods with Charging Case (Wired),4.8,26820,Dashanee,5,12-May-21,Great
Apple AirPods with Charging Case (Wired),4.8,26820,myildiz,5,3-May-21,Sound quality is nice.
Apple AirPods with Charging Case (Wired),4.8,26820,petagaye everett,1,21-May-21,It’s always going dead by 25 min And I’ll make sure charged fully charge it and it still go to dead in 25 minutes
Apple AirPods with Charging Case (Wired),4.8,26820,a mom in Rhode Island,1,5-May-21,"I returned these since I didn't want to pay full street price for an opened, refurbished product."
Apple AirPods with Charging Case (Wired),4.8,26820,Flo Adams,5,3-May-21,They where great I plan on ordering another pair for a spare
Apple AirPods with Charging Case (Wired),4.8,26820,DR,1,11-May-21,This is my third pair. The batteries die way to quickly. Very disappointed.
Apple AirPods with Charging Case (Wired),4.8,26820,Jocelyn Jones,5,25-May-21,Work great! Very happy!
Apple AirPods with Charging Case (Wired),4.8,26820,Gloria Flin Demby,5,13-Apr-21,They’re great
Apple AirPods with Charging Case (Wired),4.8,26820,Grace,1,8-May-21,"Disappointed. One pod doesn’t really work. For a second I thought it was my ears but other confirmed, these are messed up."
Apple AirPods with Charging Case (Wired),4.8,26820,Zo,5,23-May-21,Works great definitely worth the money
Apple AirPods with Charging Case (Wired),4.8,26820,Amazon Customer,5,14-Apr-21,Like it a lot that especially when my husband listening or watch his favorite U Tube.
Apple AirPods with Charging Case (Wired),4.8,26820,Hasan,5,25-Apr-21,airpods are really good earphones and would recommend them to anyone who needs earphones. their battery life is excellent (2-4+ hrs) and sound quality is great. the 2 cons are that these can get lost easily and earwax can get in the in where the audio come out.
Apple AirPods with Charging Case (Wired),4.8,26820,jeff starke,5,12-May-21,all good
Apple AirPods with Charging Case (Wired),4.8,26820,Meg,5,29-May-21,"Good battery, great sound, use mostly for phone calls or working out and they definitely get the job done. Easy to wear"
Apple AirPods with Charging Case (Wired),4.8,26820,Danny Julian Colmenares Serrato,5,19-Apr-21,Muy buen producto y excelente servicio
Apple AirPods with Charging Case (Wired),4.8,26820,amairani perez,5,21-Apr-21,Im happy i love them so much ! really nice and works well i recommand
Apple AirPods with Charging Case (Wired),4.8,26820,andrew,5,7-May-21,Good product
Apple AirPods with Charging Case (Wired),4.8,26820,Julio Gibbs,5,10-May-21,Muy buen producto
Apple AirPods with Charging Case (Wired),4.8,26820,Emmy Rae,3,20-Apr-21,"I’ve tried a variety of earbuds, I finally broke down and bought the AirPods BUT I don’t feel like they are worth it. I mean they’re fine, but they don’t work well for running... they don’t fall out but moisture (sweat) causes them to to disconnect because their sensors malfunction, I don’t know if that’s just me and it’s not like my ears are actually sweating inside it’s just sweat coming from my head. They don’t have the functions that other earbuds have (like tap for next/pause/volume) and the stress of worrying about losing them is overwhelming! They’re perfectly fine for walking and sitting and I often find that I forget I have them in because they’re relatively comfortable. But it’s easy to knock them out and if you lay down they can shift and “disconnect” again because the sensors aren’t touching your ear on both sides of the earbud. If you think you can use these earbuds and wear earmuffs at the same time (ear protection for loud machinery) think again! The lightest touch can knock one out then your audio stops and you’re left with an earbud in the earmuff. The noise cancellation is fine, I’m a female who generally only has one in at a time for safety reasons, and the sound is fine. I’ve had better sound from cheaper earbuds. Im sure all of these things are unique to the user, maybe my ears are weirdly shaped, maybe I sweat more than most people. It just doesn’t feel like they’re worth the money. On a positive note, they’re great for phone calls."
Apple AirPods with Charging Case (Wired),4.8,26820,Ana ayala,5,29-May-21,bueno
Apple AirPods with Charging Case (Wired),4.8,26820,Rickf,5,17-Apr-21,Works great and charges fast.
Apple AirPods with Charging Case (Wired),4.8,26820,Yuniel mesa,5,24-Apr-21,Buenos
Apple AirPods with Charging Case (Wired),4.8,26820,Cliff E Moffitt,5,31-May-21,Great battery life and ease of use
Apple AirPods with Charging Case (Wired),4.8,26820,john h matthews,5,28-Apr-21,Great granddaughter loves it
Apple AirPods with Charging Case (Wired),4.8,26820,Hernan Jimenez,5,8-Apr-21,muy buen producto
Apple AirPods with Charging Case (Wired),4.8,26820,1,1,2-May-21,Don't buy it its so fake like super fake Go and get yourself from Bestbuy
Apple AirPods with Charging Case (Wired),4.8,26820,Devan,4,11-May-21,"not the best, not the worst they fit well in the ear and do look better in the ear than most."
Apple AirPods with Charging Case (Wired),4.8,26820,Michael g,5,14-May-21,The wired ones are amazing the wireless ones are not worth it. But would be nice if it actually came with its own charger.
Apple AirPods with Charging Case (Wired),4.8,26820,brenda kneebone,5,26-Apr-21,really liking this product.
Apple AirPods with Charging Case (Wired),4.8,26820,Ninamedo,2,30-Apr-21,It’s doesn’t connect good
Apple AirPods with Charging Case (Wired),4.8,26820,Shianne Sneed,5,14-May-21,Sound quality is great and they’re very noise canceling! Holds charge for awhile depending on use. I use them at night and each takes about six hours to die. I can recharge them about three times before having to recharge the case.
Apple AirPods with Charging Case (Wired),4.8,26820,kennedy&williamsmom,5,22-May-21,"I ordered these 3 months ago and let me tell you they are the best! Everything charges so quickly. I left both of the AirPods out of the case overnight, saw it was on 0%, put it in the case. Not even 5 minutes they were at 100%. I highly recommend"
Apple AirPods with Charging Case (Wired),4.8,26820,Kency cherenfant,5,24-May-21,Oh my gosh I love it
Apple AirPods with Charging Case (Wired),4.8,26820,Amazon cat lover.,5,30-May-21,"Love them and got a really great deal on them, much better than knock offs. Great battery life. No having to charge after each use."
Apple AirPods with Charging Case (Wired),4.8,26820,SUCKS,5,2-Jun-21,"I have only had these for a few hours but I already love them! They connected to my phone very easily & the sound quality is pretty good! So far, I am very happy with this purchase."
Apple AirPods with Charging Case (Wired),4.8,26820,automan,4,8-Apr-21,"Pretty good overall, but they tend to fall out of your ears. I guess that depends on individuals ears."
Apple AirPods with Charging Case (Wired),4.8,26820,Génesis,5,13-Apr-21,Lo mejor
Apple AirPods with Charging Case (Wired),4.8,26820,Yaritza Muñoz,2,5-May-21,"Used,scratched,work well but used"
Apple AirPods with Charging Case (Wired),4.8,26820,Catarina Vale,1,9-May-21,"Airpods arrived seemingly new. Upon connecting them to iPhone, right AirPod microphone did not work, and speaker sounded muffled. The airpods also had specks of dirt on them when first unboxing. Sent for an immediate refund, will be buying from my local Apple store instead. They are cheaper on Amazon for a reason."
Apple AirPods with Charging Case (Wired),4.8,26820,Josephine,5,10-May-21,Im not one to splurge on things like this but it has been well worth the money and the best thing so far to happen in 2021. They are so convenient and long lasting when it comes to the batteries. Ive already lost one so keep a heads up where they are at all times. But... great buy!
Apple AirPods with Charging Case (Wired),4.8,26820,Laura,5,25-Apr-21,Nice
Apple AirPods with Charging Case (Wired),4.8,26820,mary cranford,5,3-May-21,I love these earbuds. I have very small ears and they fit my ears well . Would buy them again.
Apple AirPods with Charging Case (Wired),4.8,26820,Onei,5,12-May-21,Works great. Charge last better than I expected. Very clear and comfortable
Apple AirPods with Charging Case (Wired),4.8,26820,Amazon Customer,2,16-Apr-21,Right pod stop working after 2nd day. Will be sending back for refund.
Apple AirPods with Charging Case (Wired),4.8,26820,Michael Kurland,5,19-Apr-21,Worth every penny! Lasts quite long and very clear sound!
Apple AirPods with Charging Case (Wired),4.8,26820,poojitha,5,28-Apr-21,Wonderful Airpods. Great price compared to the Apple store.
Apple AirPods with Charging Case (Wired),4.8,26820,Alan Thompson,4,28-Apr-21,This is a really great product but I think it is just a little overpriced. If you have a ton of money and want to spend it then these are a great buy. If you do not have an Apple iPhone then a lot of the features will not be available so I wouldn't recommend buying them. I use them all the time and I am very happy with them.
Apple AirPods with Charging Case (Wired),4.8,26820,EDWARD,5,3-May-21,Excelente
Apple AirPods with Charging Case (Wired),4.8,26820,Elaina,5,17-Apr-21,Great product
Apple AirPods with Charging Case (Wired),4.8,26820,Chen,5,28-Apr-21,Buy it for my dad.
Apple AirPods with Charging Case (Wired),4.8,26820,Lindsey Long,1,25-May-21,These worked great the first month and a half!! 2 months and 10 days in the right one won’t connect to my phone anymore. The left one often sounds like it has a bad connection. I only use these at work so they never leave my desk. No water or heat damage. Never dropped them.
Apple AirPods with Charging Case (Wired),4.8,26820,Andrea Dominguez,5,6-May-21,"There was absolutely nothing wrong with this product, I loved it so much I got it as a gift for my sister and she loves it"
Apple AirPods with Charging Case (Wired),4.8,26820,Danielle Jacobs,5,19-Apr-21,Everything was good
Apple AirPods with Charging Case (Wired),4.8,26820,Jeremy,5,11-May-21,I purchased these on sale for my son for Christmas. He uses them everyday and loves them. They are durable as well because he is not easy on things of this nature. Would definitely recommend.
Apple AirPods with Charging Case (Wired),4.8,26820,Erica Dinius,5,8-Apr-21,I love using these to disappear from the world.
Apple AirPods with Charging Case (Wired),4.8,26820,Savio Yousif,1,15-May-21,These worked fine for a bit and then only one ear works now. I reset my network settings and everything worked again but 2 days later again left airpod didnt work i wish I could return them..
Apple AirPods with Charging Case (Wired),4.8,26820,Lena,5,28-Apr-21,"Love, love, love my AirPods! I hesitated buying these because I was concerned with the sound quality, however, a friend let me try hers out (which she ordered on Amazon) and I immediately ordered mine! The added bonus: phone calls are super clear on my AirPods which has caused me to make calls exclusively with them. So much better than the wireless Beats! They are tucked away in a drawer now. Can’t function without the AirPods. Thank you!"
Apple AirPods with Charging Case (Wired),4.8,26820,Dana Finken,5,6-May-21,Nice
Apple AirPods with Charging Case (Wired),4.8,26820,Janella Pearcy,5,26-May-21,Bought for granddaughters birthday and she has lost one AirPod. Didn’t know if we could just order one by itself.
Apple AirPods with Charging Case (Wired),4.8,26820,Kareem Floyd,5,21-Apr-21,N/A
Apple AirPods with Charging Case (Wired),4.8,26820,Ed,1,9-Apr-21,Didn’t last more then a year
Apple AirPods with Charging Case (Wired),4.8,26820,Ivelise,5,19-Apr-21,Thanks my daughter loves it
Apple AirPods with Charging Case (Wired),4.8,26820,Sapphire,1,8-May-21,Defective. Case won’t charge and the AirPods won’t charge in the case. I uploaded a picture of the case plugged in and the case isn’t charging nor has one of the AirPods. Junk. Don’t buy. No way these are authentic apple products. China fakes.
Apple AirPods with Charging Case (Wired),4.8,26820,Angela,5,30-May-21,Really good earbuds no one ever has any problems hearing me.
Apple AirPods with Charging Case (Wired),4.8,26820,Anna,4,26-Apr-21,Bought them 10/14/20 and 6 months later they stopped working! I’m starting to question Apple products! The last pair lasted 2 years!!!!
Apple AirPods with Charging Case (Wired),4.8,26820,Amy C,5,20-May-21,"I bought these as a gift for my step-son so I can't really give you details. But, I haven't heard any complaints. He says he loves them & hasn't had any issues."
Apple AirPods with Charging Case (Wired),4.8,26820,Waverly,5,26-Apr-21,AMAZINGGGGGG OMGG BUY FROM HERE NOR FROM EXPENSIVE APPLE
Apple AirPods with Charging Case (Wired),4.8,26820,Amazon Customer,5,18-Apr-21,Simply awesome!!
Apple AirPods with Charging Case (Wired),4.8,26820,Ming Dong,5,5-May-21,SO GOOD
Apple AirPods with Charging Case (Wired),4.8,26820,Yuval Shafrir,5,2-May-21,What else can I say?! It's Apple's ear phones! Awesome!!!
Apple AirPods with Charging Case (Wired),4.8,26820,Wayne Stewart,5,15-Apr-21,Very comfortable when working out and the batteries stayed charged forever!
Apple AirPods with Charging Case (Wired),4.8,26820,The Mom,5,10-May-21,Daughter loves them
Apple AirPods with Charging Case (Wired),4.8,26820,Maria,1,31-May-21,Products came defective. Could never get AirPods to connect to any of my Apple products. Had to send them into Apple to get them fixed.
Apple AirPods with Charging Case (Wired),4.8,26820,Yerania,5,4-May-21,New and fast ship.
Apple AirPods with Charging Case (Wired),4.8,26820,tiffany,5,18-Apr-21,"I don’t know how I’ve gone so long without these! Their amazing, you get what you pay for! Definitely worth it! :)"
Apple AirPods with Charging Case (Wired),4.8,26820,Amy F.,5,27-May-21,Excellent product ~ love them
Apple AirPods with Charging Case (Wired),4.8,26820,Amazon Customer,5,10-May-21,"Fantastic, I love them!!"
Apple AirPods with Charging Case (Wired),4.8,26820,raphael b.,5,30-Apr-21,excellent sound quality.....
Apple AirPods with Charging Case (Wired),4.8,26820,Mitzi,1,25-May-21,"I opened them and thought “Oh no, the charging case is missing and realized that they’re wired. All the the pictures and reviews on the selling page are of wireless AirPods. The box looks like wireless AirPods but they’re wired. The ad says AirPods with wired charging case... wired AirPods don’t have a charging case at all so even though the title said wired everything else about the ad and the description is more wireless AirPods. I feel extremely misled. The ad even talks about battery life and talk time which doesn’t even apply to a wired set of AirPods."
Apple AirPods with Charging Case (Wired),4.8,26820,Pens Pal,3,5-May-21,Did not like how they fit in my ears. I upgraded to Air Pro and glad I did.
Apple AirPods with Charging Case (Wired),4.8,26820,Phil krieger,3,4-May-21,they fall out of ears. I got to get an attachment for the fit in my ears. the batteries on the two devices are inconsistent. they don't charge at an equal rate.
Apple AirPods with Charging Case (Wired),4.8,26820,Samantha,3,10-Apr-21,I bought 2 pairs last year and one of them is already malfunctioning - barely no sound from the right ear. I think it was fake inventory thrown in with the authentic ones. Beware. Very disappointed.
Apple AirPods with Charging Case (Wired),4.8,26820,Omelia,5,23-May-21,I like this product. Sounds quality is good.
Apple AirPods with Charging Case (Wired),4.8,26820,Sc,5,6-May-21,Love them
Apple AirPods with Charging Case (Wired),4.8,26820,John Washington,1,10-May-21,"The air pods arrived as indicated; however, they do not work and will not accept a charge."
Apple AirPods with Charging Case (Wired),4.8,26820,Paola Diaz Tejada,4,26-May-21,"Bien, cabe destacar que es mi segunda compra... los primeros dejaron de funcionar correctamente al año, espero que estos tengan mejor calidad."
Apple AirPods with Charging Case (Wired),4.8,26820,Amazon Customer,1,9-Apr-21,Product never worked spent 2 months getting Apple to help
Apple AirPods with Charging Case (Wired),4.8,26820,Gail,2,14-May-21,"I just received my new air-pods yesterday. Tried them immediately and callers could hear me clearly and me them. Charged them overnight, couldn’t wait to use today. It’s not even 3pm and both earbuds just died while on a call. Not sure what gives as these are not cheap."
Apple AirPods with Charging Case (Wired),4.8,26820,Yesenia,5,8-Apr-21,Exactly what I was looking for. No complaints as far as sound and long battery life.
Apple AirPods with Charging Case (Wired),4.8,26820,Dan A,5,8-Apr-21,I originally purchased the Apple AirPod Pro's or whatever the noise cancelling version of these is but I didn't like the fit of those at all. I really like the way the Apple AirPods fit in my ear and they are so light I can hardly tell they are there but they fit snuggly so it would take a lot to dislodge them. Just be careful taking off a sweatshirt or shirt as they will fall out.
Apple AirPods with Charging Case (Wired),4.8,26820,DeeDee,1,22-Apr-21,No issues the first few weeks. Now the case won’t hold a charge and both pods aren’t working properly.
Apple AirPods with Charging Case (Wired),4.8,26820,rogelio,5,24-May-21,Vhhh
Apple AirPods with Charging Case (Wired),4.8,26820,Rayann Kauffman,5,19-Apr-21,"These are my first set of Apple AirPods and I love them. The sound is great, they connect right away with my iPhone and Apple Watch. I had looked at other wireless ear buds but stuck with the AirPods because of the great reviews that I had read!! I’m happy that I did. Battery life seems to do really good for the time that I have used them. I’d recommend these and I’m very impressed and happy with with them!!"
Apple AirPods with Charging Case (Wired),4.8,26820,LindaKay99,5,30-May-21,"I gave my son my old AirPods and tried to use old school wired ones but the AirPods clearly had me spoiled. Didn’t want to spend a fortune on a new pair, saw these for $40 less. Authentic. Work just like my original pair."
Apple AirPods with Charging Case (Wired),4.8,26820,Tiairyra Simmons,5,13-Apr-21,I like them because they loud
Apple AirPods with Charging Case (Wired),4.8,26820,buyer,4,7-Apr-21,Good
Apple AirPods with Charging Case (Wired),4.8,26820,Rick Martens,5,10-May-21,All good
Apple AirPods with Charging Case (Wired),4.8,26820,Steven,5,20-May-21,They work good
Apple AirPods with Charging Case (Wired),4.8,26820,Bonnie Smith,5,20-May-21,Great sound quality! The noise cancellation is irrelevant to me because I ordered the regular Airpods. I like to hear it when people are greeting me. Very happy with the convenience of no wires! Recharge quickly.
Apple AirPods with Charging Case (Wired),4.8,26820,Patricia Dixon,5,11-Apr-21,My son loves them because they block out his sister ...I don't because they also block me out telling him to his homework 😂
Apple AirPods with Charging Case (Wired),4.8,26820,jean aguirre,2,28-Apr-21,Left one stopped working
Apple AirPods with Charging Case (Wired),4.8,26820,Amazon Customer,5,28-Apr-21,It was what I expected
Apple AirPods with Charging Case (Wired),4.8,26820,Susan Bauer,5,24-Apr-21,Love them but I think they should be a little smaller cause they fall out of my ears sometimes
Apple AirPods with Charging Case (Wired),4.8,26820,lexi,5,1-Jun-21,amazing
Apple AirPods with Charging Case (Wired),4.8,26820,Logan Arwood,3,4-May-21,I bought these less than 6 weeks ago and my right ones microphone stopped working. The right headphone also loses sound sometimes even if my phone says music is still playing. Very disappointed because this is my second pair I’ve bought.
Apple AirPods with Charging Case (Wired),4.8,26820,genelle t.,1,5-May-21,Faulty item and company refused to issue refund upon return!!!!!!!!!!
Apple AirPods with Charging Case (Wired),4.8,26820,Felicia Alexander,5,8-Apr-21,These did not disappoint me. Great sound quality.
Apple AirPods with Charging Case (Wired),4.8,26820,luis,3,11-Apr-21,Only one airpod attempt to reboot them but nothing worked. Please do not resell items without testing.
Apple AirPods with Charging Case (Wired),4.8,26820,sandro Enamorado,5,19-Apr-21,"Son exelentes y los uso todo el dia, escuchando musica o habaldo por telefono."
Apple AirPods with Charging Case (Wired),4.8,26820,Ariyanna,5,6-May-21,"First, I will say that this product is legit. I've had my AirPods for about a month now, and I haven't ran into any issues. I would say the only con about purchasing AirPods through Amazon is that you don't get the option to engrave your case. However, I didn't care about the engraving. I definitely recommend anyone to purchase AirPods through Amazon- you save a lot of money too!"
Apple AirPods with Charging Case (Wired),4.8,26820,Marva Wade,1,29-Apr-21,The product did not fit properly in my ear. It kept falling out of my ear & unto the floor. I immediately took it to the UPS store located inside of Staples on Utica Ave in Brooklyn & returned it using the downloaded label. Please Do Not Charge My credit card again As I Do Not have this product . I received a refund & have purchased the Air Pod Pro system. Please check your records & resolve this issue Thank you
Apple AirPods with Charging Case (Wired),4.8,26820,Alonzo,1,5-May-21,I bought these knowing they were pre used & man did they suck. I guess you get what ya pay for! I wouldn’t dare buy another refurbished one ever again.
Apple AirPods with Charging Case (Wired),4.8,26820,Karen A Colon,1,23-Apr-21,"Omg. There was so much ear wax when we took it out of the case. I can’t even clean it , there’s so much wax embedded in it"
Apple AirPods with Charging Case (Wired),4.8,26820,jon desjardin,4,18-Apr-21,The noise canceling was very good. Sound quality was on point but the battery life isn’t as long as I’d like to see it.
Apple AirPods with Charging Case (Wired),4.8,26820,Julie R,5,7-May-21,Great item..just as I’d imagined.
Apple AirPods with Charging Case (Wired),4.8,26820,D. O. Collins,5,26-May-21,"Listening to series, and music from my I-pad and I-phone!"
Apple AirPods with Charging Case (Wired),4.8,26820,Jimmy,1,19-Apr-21,Horrible connection with the left ear plug. Always disconnects after a few minutes. Pain in neck to constantly inserting the plug back into the charging case to re-establish connection.
Apple AirPods with Charging Case (Wired),4.8,26820,jackie abrams,5,24-Apr-21,great design
Apple AirPods with Charging Case (Wired),4.8,26820,Amazon Customer,5,12-Apr-21,"I’ve wanted a pair of air pods since they first came out but never could bring myself to pay that much for headphones. Well I’m glad I finally did because these little guys are amazing. The battery life lasts almost all day for me, the sound is incredible! They don’t cancel out a lot of noise which is what I wanted anyways since I have kids and need to be able to hear them when they call for me. I think these AirPods are worth every penny because I use them everyday and I’m in love with them. Not a single complaint from me."
Apple AirPods with Charging Case (Wired),4.8,26820,Enges,5,17-May-21,Useful
Apple AirPods with Charging Case (Wired),4.8,26820,Shannon Storz,5,12-May-21,I have NO complaints about these Airpods. I have the A.P. Pros & I much rather use these now!
Apple AirPods with Charging Case (Wired),4.8,26820,John R,5,15-Apr-21,Work Nicely
Apple AirPods with Charging Case (Wired),4.8,26820,Pedro Prieto,5,6-May-21,Excelente producto
Apple AirPods with Charging Case (Wired),4.8,26820,Ifos,5,3-May-21,"The AirPods work. However, upon receiving them they were covered in earwax and extremely dirty."
Apple AirPods with Charging Case (Wired),4.8,26820,Susan Taylor,5,13-May-21,"Love, love absolutely love these! I can actually keep them in my ears, even when I’m working!"
Apple AirPods with Charging Case (Wired),4.8,26820,Melissa,5,23-May-21,Arrived quickly. I’m good condition. Working well so far.
Apple AirPods with Charging Case (Wired),4.8,26820,Cochran,1,28-Apr-21,THIS IS TERRIBLE!!!!! i’m so upset because within less then one year the right airpod BARELY WORKS!!!!!!!! this is outrageous for the price. i will be contacting apple for this 😡😡😡
Apple AirPods with Charging Case (Wired),4.8,26820,Allan,4,16-Apr-21,"Great sound and fut, only issue is taking them out if the case."
Apple AirPods with Charging Case (Wired),4.8,26820,Alex Chima,4,10-Apr-21,They are Brand New...Good quality
Apple AirPods with Charging Case (Wired),4.8,26820,Bob Korzon,5,17-May-21,They are apple need I say moreHad a pair that I bought years ago they only lasted for two hours they seem to be lasting for hours for an a half hours sound quality is good easy to use go buy a pair they’re worth it
Apple AirPods with Charging Case (Wired),4.8,26820,Co2,1,13-Apr-21,Do yourself a favor and purchase directly from an apple store do not buy from Amazon.
Apple AirPods with Charging Case (Wired),4.8,26820,RC,1,13-May-21,You’re better off going to Best Buy to buy new ones.
Apple AirPods with Charging Case (Wired),4.8,26820,Here2Day,5,12-Apr-21,"Second Ser of AirPods bought through here. Do t recommend at all, got stuck with AirPods that don’t hold a charge and worst of all just faulty with no assistance from Amazon. Do not buy. Legit AirPods but you are taking a risk buying from here."
Apple AirPods with Charging Case (Wired),4.8,26820,Terry Powell,5,22-May-21,A++++++
Apple AirPods with Charging Case (Wired),4.8,26820,Guillermo M.,1,12-Apr-21,Battery life sucks
